"","EWS.T1","EWS.T2","EWS.T3","EWS.T4","EWS.T6","EWS.T7","EWS.T9","EWS.T11","EWS.T12","EWS.T13","EWS.T14","EWS.T15","EWS.T19","EWS.C8","EWS.C3","EWS.C2","EWS.C4","EWS.C6","EWS.C9","EWS.C7","EWS.C1","EWS.C11","EWS.C10","BL.C5","BL.C6","BL.C7","BL.C8","BL.C1","BL.C2","BL.C3","BL.C4","NB.C1","NB.C2","NB.C3","NB.C6","NB.C12","NB.C7","NB.C4","NB.C5","NB.C10","NB.C11","NB.C9","NB.C8","RMS.C4","RMS.C3","RMS.C9","RMS.C2","RMS.C5","RMS.C6","RMS.C7","RMS.C8","RMS.C10","RMS.C11","RMS.T1","RMS.T4","RMS.T2","RMS.T6","RMS.T7","RMS.T8","RMS.T5","RMS.T9","RMS.T3","RMS.T10","RMS.T11"
"295985",0.1318,0.1825,0.1688,0.1914,0.106,0.1111,0.5527,0.179,0.1546,0.1627,0.0978,0.1032,0.1457,0.0509,0.0538,0.2575,0.0884,0.0555,0.0538,0.1268,0.0097,0.0272,0.0302,1.7509,1.3718,0.6699,0.3742,0.8062,0.4296,1.2947,0.7872,1.8252,0.8851,2.095,2.5097,1.808,0.7927,3.7881,3.0483,1.2844,0.5539,0.9104,1.6632,2.2148,1.3777,0.3896,1.929,0.7298,1.3989,1.5264,3.0799,1.1069,3.0736,1.8669,1.5998,0.1913,2.1579,0.4428,2.1838,0.857,0.4878,0.3458,1.9716,0.4095
"234376",4.0127,2.2258,4.5947,2.4873,1.4997,3.8478,1.2285,6.8784,4.9789,0.8204,5.4688,4.9526,5.1949,0.4722,1.0988,0.5356,1.965,0.5629,0.52,0.353,1.1383,1.6398,0.9956,0.3085,0.5628,0.3761,0.2355,0.8078,0.2525,1.3551,0.9512,1.8171,0.2143,0.3044,0.7676,0.339,0.372,0.7371,0.143,1.6297,0.5536,0.7599,0.532,1.0869,0.7451,0.3712,0.4039,0.4776,0.8466,0.4827,0.8276,0.2523,0.7018,4.5416,1.7156,1.6124,1.6113,0.7332,0.7834,0.3509,0.5521,1.6065,0.9729,0.2735
"138672",0.2571,0.3969,0.2257,0.889,0.3096,0.2133,0.2865,0.1826,0.1405,0.1587,0.08,0.1163,0.2818,0.1276,0.1776,0.1932,0.6462,0.0708,0.0671,0.5637,0.1069,0.1145,0.1067,0.0829,0.3065,0.2756,0.0483,0.5145,0.2132,0.3992,0.5695,0.2969,0.4504,0.7336,0.2343,0.4105,0.3934,0.3872,0.2746,1.1196,0.2063,0.1923,0.2726,0.5917,0.3929,0.3694,0.3936,0.3153,0.739,0.9208,0.436,0.8134,0.6161,0.4901,1.1239,0.3115,0.4713,0.2866,0.2322,11.24,0.3941,0.4934,0.2047,0.3775
"139957",2.1497,3.8343,2.2184,1.1216,1.4544,1.2627,3.1092,2.9731,0.7911,0.4835,1.547,2.4228,2.4237,3.4649,4.5173,1.5109,1.057,2.9669,3.05,1.8654,1.7837,2.7164,2.9468,0.3547,0.4708,1.5847,1.1097,1.0949,0.9693,1.7144,1.3439,1.9716,1.4368,0.7156,0.7282,0.3956,0.6067,1.1465,0.39,0.7112,0.8073,0.6919,0.7823,2.3926,1.825,1.5567,0.8214,0.9812,1.662,1.5451,0.9135,0.971,0.4872,1.0675,0.5468,0.9848,0.4781,0.2245,0.3936,1.1015,0.8427,0.5271,0.5605,0.8338
"308231",0.3583,0.4515,0.3123,0.3752,0.2386,0.1222,0.2224,0.2363,0.139,0.4259,0.0755,0.1004,0.1205,0.0809,0.151,0.3452,0.4411,0.1415,0.1261,0.1536,0.0954,0.0571,0.041,0.0458,0.0551,0.0389,0.0304,0.1826,0.0852,0.0999,0.1061,1.1335,0.915,0.6747,0.533,0.8524,1.1024,0.664,0.4875,2.1055,0.6216,1.4489,0.5695,0.092,0.2055,0.0446,0.3318,0.3157,0.2893,0.5542,0.5514,0.1075,0.5384,0.302,0.9224,0.1889,0.4239,0.2111,0.5337,0.3694,0.6213,0.3276,0.2108,0.3974
"309864",1.8572,0.5944,3.3362,0.7088,4.6454,4.687,0.9267,6.4025,1.5816,8.7517,1.3198,0.4917,1.7743,0.454,0.9061,0.4398,0.3309,0.3631,0.3495,0.1469,0.126,0.3036,0.5013,1.0115,1.5441,0.1347,0.3198,0.3934,0.2226,0.684,0.9754,0.33,0.2814,0.6186,0.4329,0.2357,0.3623,0.3929,0.7463,0.5402,0.5981,0.5108,0.6571,0.1879,0.2671,0.2162,0.6515,0.3087,0.4522,0.4589,0.4472,0.2531,0.4938,1.4656,2.2718,0.7806,1.7564,1.2438,2.3757,0.4414,5.3053,0.3781,1.1265,0.844
"341588",0.1424,0.1395,0.1094,0.165,0.16,0.1096,0.1209,0.1775,0.0667,0.0585,0.0642,0.0552,0.1432,0.0752,0.0693,0.0288,0.1929,0.0373,0.04,0.1757,0.2119,0.0676,0.0564,0.1448,0.163,0.0455,0.0396,0.1245,0.1156,0.0628,0.1174,0.1602,0.0421,0.0935,0.8036,0.4159,0.6542,0.0996,0.1559,0.1763,0.1384,0.6117,0.478,0.2908,0.2265,0.3494,0.4889,0.1042,0.2293,0.2541,0.2553,0.3505,0.148,0.0689,0.5943,0.1404,1.1456,0.1449,0.3141,0.2525,0.4995,0.4924,0.5059,0.3168
"308497",0.7207,0.6841,0.9678,0.3801,0.4403,1.1544,0.6434,0.8093,1.168,0.8041,0.7547,0.4852,0.908,0.2951,0.1203,0.3741,0.4598,0.9648,0.9059,0.3239,0.1904,0.8148,0.2833,0.1677,0.0783,0.1184,0.0581,0.064,0.1129,0.1694,0.1505,0.1276,0.1616,0.1609,0.066,0.0759,0.1342,0.1563,0.1144,0.0693,0.1662,0.2359,0.0589,0.2805,0.4627,0.3528,0.1248,0.1458,0.1841,0.0756,0.1201,0.0089,0.2015,0.3478,0.2754,0.4148,0.5455,0.4864,0.4201,0.3946,0.5332,0.6922,0.6678,0.2498
"269354",0.1059,0.1118,0.1411,0.093,0.1119,0.1616,0.144,0.1013,0.131,0.3263,0.1669,0.1452,0.324,0.1029,0.0743,0.0807,0.1889,0.1324,0.1084,0.2093,0.029,0.2416,0.1921,0.3895,0.1494,0.1423,0.1514,0.0677,0.1136,0.092,0.1718,0.3695,0.2623,0.1665,1.0063,0.2551,0.2713,0.7372,0.699,0.4981,0.5039,0.073,0.1296,0.1354,0.6439,0.8416,0.4988,0.2142,0.2728,0.3708,0.8777,0.2865,0.5414,0.1007,0.1852,0.1386,0.3818,0.1362,0.2348,0.305,0.7181,0.169,0.3322,0.2527
"376802",0.1275,0.137,0.1947,0.1972,0.0957,0.0968,0.2358,0.2028,0.2061,0.1564,0.1045,0.1479,0.3528,0.1689,0.0902,0.1095,0.3069,0.243,0.2135,0.1677,0.0868,0.1995,0.1526,0.2531,0.1439,0.1833,0.177,0.0813,0.1195,0.1155,0.3261,0.3323,0.3383,0.4158,0.4915,0.1423,0.1895,0.1854,0.5732,0.4044,0.7603,0.1246,0.1828,0.3116,0.1361,2.0368,0.7927,0.3071,0.3013,0.1597,0.5802,0.188,0.5774,0.4885,0.2546,0.1825,0.2716,0.486,0.1709,0.2928,0.5575,0.2834,0.1217,0.1095
"811028",0.3451,1.6517,5.0694,6.0368,5.4848,4.0246,0.7439,0.8938,0.2791,1.5389,0.7535,1.2553,0.6246,0.0659,0.3507,0.0312,0.1058,0.1097,0.0917,0.1309,0.017,0.0488,0.0448,0.7446,0.3489,0.3039,0.1603,0.0503,0.0541,0.056,0.2585,0.093,1.2191,0.2146,0.1169,0.0327,1.4213,0.1238,0.2127,0.1046,0.7004,0.0987,0.0898,0.1865,0.2327,0.1628,0.4549,0.1243,0.1773,0.1419,0.5742,0.2204,0.3043,0.7131,1.3481,0.2555,1.557,0.9228,1.922,0.6954,2.8654,0.1244,0.5039,0.5809
"810133",0.3792,2.2825,0.6821,0.079,0.4045,0.8477,0.5321,0.6395,1.6889,0.4149,0.9095,0.3124,1.1922,0.6885,0.5715,0.2572,2.8256,0.5197,0.4806,0.2057,1.6501,1.3208,0.298,0.3718,0.3138,0.8261,0.5032,0.1253,0.9252,0.6619,0.6013,0.7972,0.8164,0.4037,0.1729,0.2169,0.7758,0.7123,0.0901,0.2533,0.4752,0.1917,0.0975,0.2542,0.1938,0.1175,0.7511,0.0956,0.2906,0.1046,0.4906,0.0963,1.0252,0.1869,0.1966,0.24,0.2655,0.2079,0.1929,0.3258,0.8283,0.4713,0.383,0.2413
"810448",0.1493,0.3048,0.2382,0.1049,0.0707,0.058,0.2052,0.2497,0.1098,0.1556,0.0908,0.0736,0.444,0.1803,0.3465,0.4333,0.1506,0.1029,0.1034,0.2131,0.1901,0.1,0.0887,0.2271,0.6203,0.4425,1.2339,0.738,0.1737,0.6244,0.6556,0.2929,1.2274,0.56,0.4418,0.1389,0.5444,0.3272,0.4976,0.525,0.1805,0.3292,0.6396,0.1439,0.2222,0.1297,0.1762,0.2941,0.1989,0.4469,0.3972,0.5969,0.2831,0.4723,0.3483,0.2212,0.1829,0.1141,0.1446,0.4911,0.8444,0.2856,0.4261,0.3122
"364510",0.974,0.2052,0.0916,0.4012,0.7638,0.4266,1.2322,0.9723,0.5434,0.9707,0.5275,0.7782,0.8463,0.3862,0.3781,0.5348,0.6766,0.3793,0.3429,0.5344,0.1512,0.1405,0.1185,0.3864,0.209,0.6764,0.655,0.0893,0.1664,0.3762,0.9893,1.2364,0.5032,0.2903,1.9105,1.8017,0.8116,3.2032,1.265,0.4591,1.3449,1.9627,1.2519,0.6123,1.5546,0.4179,0.3147,0.4802,0.7916,0.2571,0.3513,0.4027,0.5798,0.508,0.545,0.3154,1.9377,1.2686,0.9215,0.6067,0.9244,0.2219,0.5067,0.8243
"745343",2.6362,2.9539,4.236,5.3373,2.8802,2.4323,2.7496,6.5985,7.3498,9.5101,5.566,2.6873,1.6788,5.7802,0.6512,0.7136,2.1989,0.5242,0.4855,2.138,1.4547,1.6417,1.1137,4.7606,3.9771,4.5676,5.1082,3.174,5.6484,3.4597,3.7292,0.3148,0.5844,0.5301,0.3852,0.5334,1.3788,0.3768,0.5919,1.4849,1.3798,0.8542,0.3681,0.6122,0.4115,0.376,1.8461,0.3942,0.4757,0.1337,0.2209,0.2814,2.2818,2.2137,4.2343,1.5873,2.7443,3.0228,2.2898,2.2458,5.5672,2.2225,0.9511,3.0742
"431296",0.3673,0.2646,0.3735,0.1672,0.3863,0.2847,0.5211,0.295,0.2242,1.3818,0.2784,0.2995,0.2826,0.3328,0.1559,0.1084,0.881,0.3325,0.3096,0.3577,0.0702,0.3355,0.4448,0.3247,0.1271,0.2319,0.1985,0.1661,0.1839,0.3635,0.1613,0.5134,0.1838,0.2738,0.6213,0.4155,0.2206,0.7354,0.4702,3.2777,0.3404,0.2898,0.3329,0.1641,0.3457,0.188,0.2334,0.1881,0.4541,0.2202,0.1464,0.1394,0.4453,0.1901,0.6138,0.2692,0.2628,0.4559,0.4353,0.4567,0.7441,0.9757,0.2136,0.2827
"145112",0.3027,0.1546,0.3185,0.2169,0.285,0.2845,0.2497,0.2999,0.1832,0.5888,0.346,0.2298,0.2478,0.3853,0.0987,0.0682,0.2587,0.1986,0.1871,0.2286,0.032,0.2045,0.5105,2.4104,1.4597,1.025,0.719,0.3054,0.2939,0.81,0.4126,0.1107,0.1925,0.1829,0.1812,0.264,0.1546,0.121,0.3734,0.2032,0.3708,0.3452,0.1341,0.1959,0.3815,0.2938,0.5431,0.2593,0.2057,0.2366,0.1212,0.3124,0.1281,0.2032,0.4247,0.2431,0.1876,0.2979,0.5007,0.3889,2.7344,0.2156,0.3373,0.4981
"878280",0.1947,0.5243,0.2498,0.2664,0.4054,0.3672,0.3487,0.3063,0.1623,0.397,0.2512,0.5187,0.6099,0.5113,0.1345,0.0656,0.8679,1.4896,1.359,2.5729,1.0012,0.1775,0.2726,0.164,0.1085,0.1235,0.1605,0.1124,0.1152,0.1097,0.146,2.6383,0.4852,0.5688,2.1047,3.9113,0.525,3.0701,2.174,1.7073,1.4513,2.1098,2.1589,1.2478,0.4753,0.705,0.7736,0.407,1.4265,0.9564,0.0894,0.6911,0.251,0.3728,0.3785,0.6246,0.5656,0.2351,0.1818,0.597,0.3326,0.2677,0.1343,0.1418
"505881",0.3113,0.4783,0.2343,0.2074,0.3677,0.3477,0.4582,0.3281,0.2141,0.8113,0.6046,0.2847,0.2897,0.1332,0.2961,0.1722,0.4964,0.562,0.5165,0.3377,0.2635,0.3755,0.5784,0.4943,0.8568,0.6847,0.689,1.2917,1.3825,2.3771,1.5673,0.0978,0.1253,0.2769,0.5708,0.1378,0.8908,0.1747,0.1588,0.1571,0.2005,0.2128,0.1254,0.1336,0.6308,1.2848,1.3263,0.2538,0.1834,0.4737,0.4671,0.6753,0.7728,0.1803,0.4503,0.1691,0.8035,0.275,1.1217,0.4593,0.799,0.2453,0.8485,1.4831
"289645",1.0501,0.6228,0.4893,0.2744,0.3231,0.5472,1.8518,1.2846,0.9104,0.5264,0.5907,3.5023,1.731,1.1035,0.5468,0.548,0.3042,0.837,0.7784,0.4651,0.1073,0.3211,0.5884,0.0828,0.0966,0.1765,0.1787,0.0979,0.1078,0.1363,0.2623,1.9378,0.2305,0.7392,0.6925,0.7446,0.14,1.657,1.4243,1.4882,1.194,1.7102,1.1391,0.1367,0.4964,0.2602,0.1957,0.1556,0.449,0.667,0.1356,0.1641,0.5047,0.1554,0.2838,0.2915,0.0691,0.2312,0.3771,0.5238,0.4351,0.2733,0.0773,0.1239
"395708",0.7323,0.3369,0.4379,0.1046,0.2437,0.4929,0.5069,0.3599,0.4451,0.3807,0.3024,0.8331,0.7572,0.5114,0.1295,0.0838,0.9712,0.6282,0.5803,0.8666,0.4971,0.758,0.69,0.2527,0.1815,0.1448,0.1741,0.0919,0.1141,0.1239,0.1454,1.8607,0.1659,0.787,1.1951,1.5618,0.1092,2.2339,2.4053,1.4343,2.3947,1.6502,0.5957,0.2914,0.4122,0.1751,0.1732,0.852,0.2036,0.0594,0.8177,0.333,0.9061,0.4356,0.8638,0.1802,0.3682,0.5225,0.4204,0.8264,0.4888,0.2757,0.2746,0.266
"756401",0.8115,0.8238,0.5446,2.8882,0.8763,0.6637,0.6772,0.5773,0.5182,0.5598,0.393,0.5793,0.7308,0.9453,1.1319,2.0499,1.2111,0.896,0.8814,1.102,1.412,1.5749,0.9982,1.1501,1.3829,1.167,1.7141,1.355,0.6085,1.2759,1.5099,2.3205,2.2617,2.7955,2.3287,2.281,1.7841,2.0612,1.551,3.3518,2.4165,3.4455,1.7682,1.0005,0.9331,0.6303,1.6755,0.9402,1.3215,1.0854,1.2944,1.8664,1.4398,1.2169,0.7074,0.9186,1.2486,0.9789,0.7694,0.7506,0.629,0.7566,0.3437,0.5377
"450152",0.1034,0.1847,0.2811,0.1409,0.1794,0.5539,0.3866,0.2737,0.1973,0.5286,0.2749,0.4012,0.7216,0.1279,0.1855,0.0611,0.1084,0.3077,0.3109,0.3889,0.0183,0.0853,0.09,0.2606,0.0826,0.136,0.1318,0.0715,0.1256,0.1199,0.0906,0.9793,0.2543,0.5124,0.3301,0.6657,0.2474,0.6029,0.7888,0.8318,0.7792,0.8984,0.6939,0.4124,0.5714,0.2089,0.2146,0.2926,0.6744,0.2302,0.1382,0.1223,0.4289,0.3233,0.4965,0.2123,0.5594,0.2391,0.2862,0.4433,0.6063,0.1163,0.5624,0.1285
"815794",0.7041,0.6073,0.4602,0.2054,0.8096,0.1659,0.6809,0.438,0.2726,0.1613,0.2744,0.2123,0.4368,0.3112,1.0174,1.8256,1.2633,0.2727,0.2562,0.2735,0.8475,0.148,0.1147,0.7313,0.5731,0.8501,1.4974,0.5825,1.312,1.3984,0.7941,0.3159,0.9199,0.8319,0.2054,0.1204,0.3019,0.3772,0.5846,0.275,0.1605,0.2918,0.3801,0.2024,0.3393,0.4042,0.2766,0.2802,0.1603,0.3481,0.3699,0.2438,1.1297,1.5268,1.9074,1.3935,0.3545,0.4844,0.737,0.3887,1.3271,2.1728,0.2892,0.427
"825740",1.311,0.9533,1.3875,0.4158,0.73,0.9903,0.5535,0.3024,0.4488,0.4872,0.3138,0.5293,0.3831,0.8241,0.6796,0.6579,2.9965,1.5466,1.4597,0.9315,0.7155,1.3039,0.941,1.7991,1.8858,1.6819,2.1869,1.664,0.8953,1.9908,0.8215,0.4776,0.2721,0.1653,0.7064,0.7707,0.9269,0.5377,0.3202,1.1141,0.7612,0.7897,0.5868,0.4721,0.6055,0.501,1.322,1.0435,0.7867,1.0456,1.2415,1.0295,2.0176,0.3514,0.9676,0.8301,0.809,0.3605,0.7493,0.621,0.7265,0.8484,0.7583,0.6262
"823886",0.3315,0.3626,0.2074,0.6817,0.4337,0.3822,0.4434,0.3554,0.196,0.6555,0.3864,0.5035,0.4957,0.3066,0.3472,0.6799,0.9063,0.8057,0.7786,0.4419,1.325,0.4822,0.2849,0.3849,0.1592,0.1156,0.1433,0.1701,0.1388,0.2468,0.2304,1.7486,1.3238,1.0425,1.4118,0.8381,1.0409,2.0542,0.6045,0.7571,1.1674,1.4669,1.5021,0.6638,0.4496,0.1874,0.3671,0.9302,1.0319,0.4321,0.9523,0.5293,0.7055,0.6599,0.1908,0.3442,1.9251,0.3545,0.47,0.7824,0.4286,0.2578,0.4632,0.3256
"207082",1.3921,0.891,0.7458,0.2303,0.5713,0.9112,0.4376,0.4206,0.3982,0.7514,0.3473,0.6535,0.2089,0.7488,0.4298,0.5485,1.6595,1.0421,0.9695,0.6324,0.6384,0.7281,0.4384,0.1218,0.3915,0.0871,0.0877,0.5573,0.0803,0.2624,0.2808,1.1863,0.6948,0.3758,0.6503,1.6745,0.8029,1.2247,0.4629,1.8314,0.9382,0.6419,0.5866,0.2803,0.5655,0.2874,0.5149,0.8601,0.9851,0.7398,1.0948,0.4345,0.9943,0.4917,1.0688,0.5129,0.6089,0.4024,0.6247,0.5168,0.5867,0.439,0.4623,0.9323
"376516",0.0762,0.1175,0.1116,0.2721,0.7147,0.4043,0.4346,0.2386,0.1987,0.2202,0.2423,0.3826,0.2125,0.2692,0.2263,0.2566,0.4231,0.2372,0.2232,0.1844,0.205,0.1434,0.1555,0.2402,0.2771,0.7786,0.6636,0.0905,0.1534,0.1105,0.3086,0.6452,0.4389,0.4944,0.7901,0.284,0.7391,2.8821,1.0639,0.7067,0.1863,0.36,1.1325,0.1868,0.3353,0.224,0.1411,0.3233,0.3145,0.1247,0.2513,0.1111,0.2535,0.1874,0.1186,0.162,0.1058,0.2133,0.258,0.2768,0.2584,0.128,0.1161,0.1119
"813707",0.3627,0.1651,0.2072,0.3481,0.7065,0.5304,0.7285,0.214,0.1278,1.2683,0.1991,0.3204,0.343,0.5147,1.2902,1.2246,0.5622,0.3389,0.3193,0.1464,0.39,0.1677,0.2855,0.2091,0.9789,1.6461,1.9199,0.3273,0.2171,0.8837,0.8522,0.1697,0.1218,0.6556,0.0653,0.0721,0.0641,0.1794,0.2646,0.6449,0.3001,0.5796,0.3799,0.3293,0.5328,0.2223,2.7208,0.2935,0.3236,1.1807,1.4182,2.2492,1.7457,0.6966,1.2897,0.1857,1.9112,1.2384,2.094,0.8892,0.8471,0.5216,0.167,0.8361
"213136",0.2442,0.1698,0.7714,0.25,3.5252,1.0436,0.6521,0.3037,0.1804,3.004,1.26,0.4109,0.3217,0.237,0.6436,0.2455,0.5432,0.236,0.215,0.3256,0.1813,0.2226,0.1066,1.2304,0.3821,0.3722,0.293,0.1023,0.4168,1.0611,1.8396,0.4188,0.1724,0.1767,0.0817,0.082,0.0922,0.2648,0.2549,0.1357,0.043,0.141,0.0886,0.1062,0.7896,0.1959,0.1025,0.2961,0.3904,0.1794,0.5549,0.0493,0.4704,0.9976,0.7595,1.5536,0.2324,0.2373,1.0998,0.4394,1.6531,0.5653,0.0738,0.7516
"823901",0.2667,0.2237,0.3293,0.5235,0.661,0.361,0.5645,0.3271,0.229,0.4502,0.273,0.3888,0.2953,0.2112,0.237,0.3963,0.3324,0.2858,0.2694,0.2253,0.2203,0.3074,0.1278,0.7494,0.4153,0.9477,0.9162,0.5982,0.3975,0.5723,0.9918,0.7161,0.2145,0.2016,0.2036,0.1091,0.1571,0.3423,0.2514,0.3212,0.2104,0.2597,0.2085,0.4159,0.3892,0.1607,0.1314,0.2542,0.644,0.1861,0.418,0.147,0.2739,0.4411,0.435,0.456,0.2659,0.3452,0.4428,0.3903,0.3391,0.3534,0.1101,0.149
"234237",0.0778,0.1556,0.1263,0.0788,0.2508,0.1518,0.2866,0.2269,0.2263,0.5664,0.2687,0.1746,0.1888,0.5895,0.2297,0.3847,0.2082,0.1787,0.1562,0.3346,0.2902,0.3136,0.0807,0.1131,0.1181,0.1485,0.1183,0.0617,0.0473,0.0419,0.0827,0.3194,0.2428,1.3837,0.4564,0.6273,0.3793,0.2874,0.9023,0.5653,0.9567,0.9412,0.7346,0.1818,0.2117,0.1869,0.5449,0.6018,0.3252,0.1895,0.0606,0.189,0.4338,0.0584,0.2098,0.065,0.2338,0.2542,0.4055,0.3366,0.6208,0.2627,0.1264,0.1612
"549146",0.1453,0.2241,0.2619,0.5214,0.6437,0.5725,0.7615,0.7201,0.8481,0.2237,0.7581,0.2997,1.0583,0.959,0.1226,0.124,0.388,1.3232,1.0475,0.6101,0.0759,0.8378,0.6172,2.3051,0.4889,1.2686,0.8733,0.1848,0.1395,0.291,0.7038,0.1062,0.3013,0.1366,0.1851,0.1885,0.2378,0.3446,0.3043,0.2331,0.1982,0.193,0.2637,0.3276,0.2233,0.2829,0.2221,0.3656,0.1639,0.1428,0.088,0.1656,0.1148,0.4073,0.2182,0.2939,0.3636,0.1491,0.2106,0.383,0.4521,0.1649,0.2126,0.0981
"306901",0.2907,0.3453,0.199,0.0982,0.2768,0.1746,0.4507,0.2232,0.1294,0.2551,0.2624,0.3087,0.1892,0.2321,0.2641,0.1423,0.3922,0.2244,0.2079,0.1986,0.1818,0.2953,0.2086,0.1279,0.2242,0.2315,0.1992,0.1596,0.4387,0.5022,0.5128,1.6635,0.1685,0.2387,0.4831,0.8482,0.1711,2.1653,0.5876,0.3633,0.3104,0.1386,0.6647,0.0703,0.4423,0.2945,0.1685,0.325,0.1902,0.2016,0.4545,0.0831,0.2262,0.5669,0.5785,0.4533,0.4394,0.152,0.4956,0.3708,0.3164,0.3279,0.3172,0.1852
"810057",3.606,3.32,3.5588,6.323,2.2279,1.9949,4.1762,4.1587,1.7096,2.1413,1.6075,2.3439,1.3779,2.4174,4.2834,5.6548,2.8214,2.0701,2.0277,1.3426,4.7286,2.3556,2.492,2.193,1.844,1.0529,1.3608,4.1123,1.1207,3.0093,3.1352,0.5614,0.2075,0.212,0.5678,0.391,0.4108,1.7013,0.2746,0.2778,0.2122,0.3448,0.8078,1.7965,1.957,1.769,1.7356,1.5868,1.0326,1.906,3.1515,2.2406,3.7824,3.2205,3.8363,3.1104,2.2621,5.0402,2.6626,0.9727,2.9812,4.9312,2.7978,7.0448
"841340",0.4089,0.2653,0.3702,0.7738,0.7573,0.8002,0.3935,0.4049,0.4329,0.4115,0.3406,0.3969,0.2221,1.2878,0.2403,0.5336,0.4635,0.3712,0.2616,0.3679,0.1497,0.3347,0.2228,0.828,0.751,0.9177,0.4907,0.3943,0.9019,0.916,1.2753,0.1611,0.3528,0.3474,0.0764,0.1203,0.1406,0.3346,0.2616,0.2069,0.122,0.1002,0.28,0.0926,0.2944,0.2343,0.1692,0.2997,0.3022,0.1321,0.3107,0.0692,0.406,0.581,0.2566,0.4836,0.0302,0.1187,0.2446,0.4891,0.3864,0.2021,0.2133,0.1283
"81518",0.2069,0.2619,0.2079,0.3701,0.4317,0.3236,0.2697,0.2137,0.1951,0.2086,0.24,0.2355,0.2264,0.3987,0.3084,0.2801,0.4804,0.4491,0.4247,0.5468,0.2924,0.4639,0.3539,0.2861,0.1628,0.2586,0.198,0.0811,0.0703,0.1288,0.2338,0.4854,0.4425,0.4928,0.5287,0.6199,0.4401,0.7286,0.7545,0.8194,0.4523,0.8023,0.5977,0.1711,0.282,0.2633,0.3369,0.2227,0.3189,0.298,0.4188,0.2472,0.4721,0.2282,0.2067,0.1605,0.2082,0.2563,0.2097,0.3573,0.2901,0.2068,0.2232,0.2498
"813266",0.516,0.2645,0.5299,4.3639,1.0424,0.5927,0.4799,0.248,1.3815,3.1109,0.2899,1.2392,0.2991,0.9809,0.1258,0.1176,1.4807,0.5462,0.5303,0.8135,0.7873,0.6077,0.5447,0.3884,0.1626,0.0974,0.1374,0.0585,0.0646,0.0467,0.1796,1.5252,0.2338,0.879,1.2003,1.2264,0.4374,0.8303,1.9471,0.7918,1.1738,1.2948,1.5831,0.4119,0.4572,0.7686,0.6898,0.661,0.336,0.4533,0.4322,0.8077,0.6705,0.1682,0.8191,0.1834,0.3913,6.1984,0.6441,0.7242,0.7172,1.8625,0.2431,0.3617
"785933",0.1051,0.1157,0.1433,0.5576,0.3472,0.1739,0.2466,0.1879,0.0793,0.5331,0.1606,0.1207,0.1706,0.2292,0.1314,0.1654,0.0895,0.2447,0.2264,0.2367,0.0458,0.1083,0.094,0.2715,0.315,0.2974,0.2251,0.0834,0.095,0.0647,0.1825,0.1496,2.4063,0.3293,0.1494,0.2503,1.2007,0.3802,0.6367,0.1289,0.2891,0.1332,0.1267,0.1136,0.2905,0.5178,0.7974,0.1443,0.3139,0.1753,0.3949,0.06,0.474,0.1433,0.0959,0.1276,0.1484,0.4521,0.1868,0.3354,0.3889,0.1375,0.126,0.232
"416959",0.527,1.1048,0.2438,0.1671,1.5988,0.9817,0.6663,0.4851,0.144,2.0059,0.1347,0.7952,0.2516,0.402,0.5216,0.8868,0.6214,0.1404,0.1262,0.611,0.2547,0.2148,0.1515,0.164,0.1409,0.0935,0.262,0.073,0.2208,0.0702,0.1283,1.1852,0.4999,1.0317,0.2679,1.673,0.4153,2.8909,1.7342,1.7854,1.4102,2.0839,0.1421,1.2616,0.6796,0.2671,0.1649,1.0848,1.5528,0.5369,1.3329,0.5255,0.8186,1.6614,1.0741,1.4584,1.5668,1.0122,1.1803,1.7523,0.6076,0.4672,0.3294,0.6976
"52079",0.0728,0.0962,0.1039,0.0725,0.258,0.1201,0.306,0.2843,0.1199,0.1044,0.1039,0.1094,0.2572,0.0878,0.0348,0.0356,0.1251,0.0844,0.0795,0.1293,0.0332,0.0308,0.0179,0.0507,0.0524,0.0563,0.066,0.0741,0.0996,0.1059,0.1472,0.4186,0.2497,0.3907,0.0495,0.0328,0.1691,0.0935,1.4608,0.4827,0.0906,0.0357,0.0493,0.0913,0.2548,0.0517,0.0776,0.1496,0.1115,0.0198,0.0451,0.0134,0.0384,0.0938,0.2046,0.1611,0.5105,0.1433,0.1198,0.3225,0.4882,0.1795,0.1712,0.1603
"841620",3.1838,2.3645,2.8524,3.1963,3.1806,4.4424,2.2635,4.6459,3.7559,2.5226,5.324,6.4846,4.447,2.0519,3.2829,1.4482,1.6693,2.6817,2.7643,2.5662,3.306,3.1051,3.3296,0.9219,1.0359,0.768,0.377,0.697,0.6025,0.3723,0.4464,2.4543,1.8721,1.5594,5.6066,2.649,3.771,4.0359,4.2112,1.9262,3.4578,3.4435,3.4816,2.0145,1.8313,2.1867,2.2926,1.7698,2.5,0.7794,0.5195,1.9245,1.0303,0.7107,0.5524,0.9012,2.801,1.2439,1.6484,1.5731,1.3494,1.6229,1.8835,0.2436
